MaStR-Nr. der Einheit,Anzeige-Name der Einheit,Betriebs-Status,Energieträger,Bruttoleistung der Einheit,Nettonennleistung der Einheit,Inbetriebnahmedatum der Einheit,Inbetriebnahmedatum der Einheit am aktuellen Standort,Registrierungsdatum der Einheit,Bundesland,Postleitzahl,Ort,Straße,Hausnummer,Gemarkung,Flurstück,Gemeindeschlüssel,Gemeinde,Landkreis,Koordinate: Breitengrad (WGS84),Koordinate: Längengrad (WGS84),Lat,Lon,Technologie der Stromerzeugung,Art der Solaranlage,Anzahl der Solar-Module,Hauptausrichtung der Solar-Module,Hauptneigungswinkel der Solar-Module,Nutzungsbereich des Gebäudes mit Solaranlage,Name des Solarparks,Überwiegende Nutzungsart der Fläche vor Errichtung der Solaranlage,Bereich der überwiegenden Nutzungsart der Fläche vor Errichtung der Solaranlage,Größe der in Anspruch genommenen Fläche in Hektar,Zusätzliche Merkmale der Fläche und der aktuellen Flächennutzung,Lichte Höhe in Meter,Name des Windparks,Wind an Land oder auf See,Nabenhöhe der Windenergieanlage,Rotordurchmesser der Windenergieanlage,Hersteller der Windenergieanlage,Typenbezeichnung,Hauptbrennstoff der Einheit,MaStR-Nr. der Speichereinheit,Speichertechnologie,Nutzbare Speicherkapazität in kWh,Letzte Aktualisierung,Datum der endgültigen Stilllegung,Datum der geplanten Inbetriebnahme,Name des Anlagenbetreibers (nur Org.),"	MaStR-Nr. des Anlagenbetreibers",Volleinspeisung oder Teileinspeisung,MaStR-Nr. der Genehmigung,Name des Anschluss-Netzbetreibers,MaStR-Nr. des Anschluss-Netzbetreibers,Netzbetreiberprüfung,Spannungsebene,MaStR-Nr. der Lokation,MaStR-Nr. der EEG-Anlage,EEG-Anlagenschlüssel,Inbetriebnahmedatum der EEG-Anlage,Installierte Leistung der EEG-Anlage,Zuschlagnummer (EEG/KWK-Ausschreibung),MaStR-Nr. der KWK-Anlage,Inbetriebnahmedatum der KWK-Anlage,Elektrische KWK-Leistung,Thermische Nutzleistung in kW
SEE927322705157,I2,In Betrieb,Wind,3780,3780,15/05/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,999,745","13,154,372",54.99975,13.15437,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE903337989508,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG912782231582,E4045001BALTIC02OFFFLAKxWTGxI2x37,15/05/2015,3780,,,,,
SEE972852725977,I3,In Betrieb,Wind,3780,3780,28/05/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,993,942","13,156,961",54.99394,13.15696,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE954971740949,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG941117045358,E4045001BALTIC02OFFFLAKxWTGxI3x38,28/05/2015,3780,,,,,
SEE919686179385,I4,In Betrieb,Wind,3780,3780,26/04/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,988,304","1,315,935",54.98830,13.15935,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE995495472107,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG985600457310,E4045001BALTIC02OFFFLAKxWTGxI4x39,26/04/2015,3780,,,,,
SEE966700573957,I5,In Betrieb,Wind,3780,3780,25/04/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,982,563","13,162,278",54.98256,13.16228,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE954681027880,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG962654884149,E4045001BALTIC02OFFFLAKxWTGxI5x40,25/04/2015,3780,,,,,
SEE922650741815,I6,In Betrieb,Wind,3780,3780,24/04/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,976,883","13,164,938",54.97688,13.16494,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE930287071243,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG961854210963,E4045001BALTIC02OFFFLAKxWTGxI6x41,24/04/2015,3780,,,,,
SEE962498737984,I7,In Betrieb,Wind,3780,3780,01/06/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,971,176","13,167,606",54.97118,13.16761,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE942111205618,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG963320173512,E4045001BALTIC02OFFFLAKxWTGxI7x42,01/06/2015,3780,,,,,
SEE970463963405,I8,In Betrieb,Wind,3780,3780,25/06/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,965,517","1,317,013",54.96552,13.17013,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE961544964930,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG972553310229,E4045001BALTIC02OFFFLAKxWTGxI8x43,25/06/2015,3780,,,,,
SEE952614213638,J1,In Betrieb,Wind,3780,3780,29/04/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"55,007,122","1,316,192",55.00712,13.16192,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE951517364140,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG912584046964,E4045001BALTIC02OFFFLAKxWTGxJ1x44,29/04/2015,3780,,,,,
SEE990863138883,J2,In Betrieb,Wind,3780,3780,26/04/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"5,500,166","13,164,424",55.00166,13.16442,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE925005798113,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG972217700649,E4045001BALTIC02OFFFLAKxWTGxJ2x45,26/04/2015,3780,,,,,
SEE905025349632,J3,In Betrieb,Wind,3780,3780,25/04/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,996,278","13,166,861",54.99628,13.16686,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE964987066803,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG920453769807,E4045001BALTIC02OFFFLAKxWTGxJ3x46,25/04/2015,3780,,,,,
SEE994620502054,J4,In Betrieb,Wind,3780,3780,30/04/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,990,885","13,169,378",54.99089,13.16938,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE910130625595,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG965232693041,E4045001BALTIC02OFFFLAKxWTGxJ4x47,30/04/2015,3780,,,,,
SEE974597472147,J5,In Betrieb,Wind,3780,3780,30/04/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,985,494","13,171,893",54.98549,13.17189,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE998048200905,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG968032116000,E4045001BALTIC02OFFFLAKxWTGxJ5x48,30/04/2015,3780,,,,,
SEE975121040627,J6,In Betrieb,Wind,3780,3780,29/04/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,980,184","13,174,656",54.98018,13.17466,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE991868506295,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG997893064434,E4045001BALTIC02OFFFLAKxWTGxJ6x49,29/04/2015,3780,,,,,
SEE904202146064,J7,In Betrieb,Wind,3780,3780,13/06/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,974,762","13,176,893",54.97476,13.17689,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE928783567216,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG997873871854,E4045001BALTIC02OFFFLAKxWTGxJ7x50,13/06/2015,3780,,,,,
SEE944402383067,J8,In Betrieb,Wind,3780,3780,18/06/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,969,265","13,179,463",54.96927,13.17946,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE976507183303,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG902631875784,E4045001BALTIC02OFFFLAKxWTGxJ8x51,18/06/2015,3780,,,,,
SEE911149742365,K1,In Betrieb,Wind,3780,3780,29/04/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"5,500,741","13,172,878",55.00741,13.17288,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE969235115418,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG912744244469,E4045001BALTIC02OFFFLAKxWTGxK1x52,29/04/2015,3780,,,,,
SEE994615838397,K2,In Betrieb,Wind,3780,3780,01/05/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"550,017","13,175,598",55.00170,13.17560,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE993118160295,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG963706033706,E4045001BALTIC02OFFFLAKxWTGxK2x53,01/05/2015,3780,,,,,
SEE920608663851,K3,In Betrieb,Wind,3780,3780,02/05/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,996,055","13,178,256",54.99606,13.17826,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE959833659599,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG964325278899,E4045001BALTIC02OFFFLAKxWTGxK3x54,02/05/2015,3780,,,,,
SEE930623307173,K4,In Betrieb,Wind,3780,3780,29/05/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,990,405","13,180,887",54.99041,13.18089,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE967823230635,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG942316319363,E4045001BALTIC02OFFFLAKxWTGxK4x55,29/05/2015,3780,,,,,
SEE930888384841,K5,In Betrieb,Wind,3780,3780,02/06/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,984,763","13,183,523",54.98476,13.18352,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE956029658664,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG947664444798,E4045001BALTIC02OFFFLAKxWTGxK5x56,02/06/2015,3780,,,,,
SEE908255683705,K6,In Betrieb,Wind,3780,3780,16/06/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,979,119","13,186,165",54.97912,13.18617,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE917776362853,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG958666184698,E4045001BALTIC02OFFFLAKxWTGxK6x57,16/06/2015,3780,,,,,
SEE985243229510,K7,In Betrieb,Wind,3780,3780,18/06/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,973,542","13,188,881",54.97354,13.18888,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE992857457901,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG906401382731,E4045001BALTIC02OFFFLAKxWTGxK7x58,18/06/2015,3780,,,,,
SEE965870517419,L1,In Betrieb,Wind,3780,3780,28/04/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"55,007,683","13,184,191",55.00768,13.18419,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE918638182350,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG940633275973,E4045001BALTIC02OFFFLAKxWTGxL1x59,28/04/2015,3780,,,,,
SEE962182508333,L2,In Betrieb,Wind,3780,3780,03/05/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"55,001,589","13,186,878",55.00159,13.18688,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE987193076695,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG904562768906,E4045001BALTIC02OFFFLAKxWTGxL2x60,03/05/2015,3780,,,,,
SEE946575633970,L3,In Betrieb,Wind,3780,3780,29/05/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,995,461","13,189,822",54.99546,13.18982,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE967162930906,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG907600071662,E4045001BALTIC02OFFFLAKxWTGxL3x61,29/05/2015,3780,,,,,
SEE910186359178,L4,In Betrieb,Wind,3780,3780,06/06/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"5,498,946","13,192,647",54.98946,13.19265,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE976293368984,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG986173217202,E4045001BALTIC02OFFFLAKxWTGxL4x62,06/06/2015,3780,,,,,
SEE949147141446,L5,In Betrieb,Wind,3780,3780,16/06/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,983,304","13,195,383",54.98330,13.19538,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE963619635516,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG927134653165,E4045001BALTIC02OFFFLAKxWTGxL5x63,16/06/2015,3780,,,,,
SEE977112241112,L6,In Betrieb,Wind,3780,3780,21/06/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,977,252","13,198,218",54.97725,13.19822,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE989082717399,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG983912674692,E4045001BALTIC02OFFFLAKxWTGxL6x64,21/06/2015,3780,,,,,
SEE992578529895,M1,In Betrieb,Wind,3780,3780,01/06/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"55,007,864","13,195,248",55.00786,13.19525,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE910586838440,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG921259431073,E4045001BALTIC02OFFFLAKxWTGxM1x65,01/06/2015,3780,,,,,
SEE990434581919,M2,In Betrieb,Wind,3780,3780,29/05/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"55,001,275","13,198,269",55.00128,13.19827,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE943364038671,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG953460897010,E4045001BALTIC02OFFFLAKxWTGxM2x66,29/05/2015,3780,,,,,
SEE905159407185,M3,In Betrieb,Wind,3780,3780,02/06/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,994,479","13,201,473",54.99448,13.20147,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE937585095322,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG966112880292,E4045001BALTIC02OFFFLAKxWTGxM3x67,02/06/2015,3780,,,,,
SEE914110442387,M4,In Betrieb,Wind,3780,3780,13/06/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,988,005","13,204,637",54.98801,13.20464,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE967843180552,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG995350414150,E4045001BALTIC02OFFFLAKxWTGxM4x68,13/06/2015,3780,,,,,
SEE919020269239,M5,In Betrieb,Wind,3780,3780,02/07/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,981,273","13,207,671",54.98127,13.20767,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE999172633300,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG931677980824,E4045001BALTIC02OFFFLAKxWTGxM5x69,02/07/2015,3780,,,,,
SEE994084245764,N1,In Betrieb,Wind,3780,3780,31/05/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"55,008,089","1,320,645",55.00809,13.20645,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE945700063897,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG998778451707,E4045001BALTIC02OFFFLAKxWTGxN1x70,31/05/2015,3780,,,,,
SEE900674039613,N2,In Betrieb,Wind,3780,3780,06/06/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"55,002,415","13,209,153",55.00242,13.20915,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE902553998738,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG938770081069,E4045001BALTIC02OFFFLAKxWTGxN2x71,06/06/2015,3780,,,,,
SEE950453714132,N3,In Betrieb,Wind,3780,3780,27/06/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,996,736","13,211,799",54.99674,13.21180,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE947793327405,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG914407887600,E4045001BALTIC02OFFFLAKxWTGxN3x72,27/06/2015,3780,,,,,
SEE973944897206,N4,In Betrieb,Wind,3780,3780,16/06/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,990,935","13,214,256",54.99094,13.21426,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE956932881319,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG901219401179,E4045001BALTIC02OFFFLAKxWTGxN4x73,16/06/2015,3780,,,,,
SEE970135473362,N5,In Betrieb,Wind,3780,3780,23/06/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,985,196","1,321,706",54.98520,13.21706,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE911929211234,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG900223390189,E4045001BALTIC02OFFFLAKxWTGxN5x74,23/06/2015,3780,,,,,
SEE919733414483,O1,In Betrieb,Wind,3780,3780,01/06/2015,,15/02/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"55,008,279","13,217,508",55.00828,13.21751,Horizontalläufer,,,,,,,,,,,,Baltic 2,Windkraft auf See,"78,25",120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120,,,,,23/01/2025,,,EnBW Baltic 2 GmbH & Co. KG,ABR909721922298,Volleinspeisung,SGE999564241533,50Hertz Transmission GmbH (SNB982046657236),SNB982046657236,Geprüft,Höchstspannung,SEL990492206410,EEG906233860780,E4045001BALTIC02OFFFLAKxWTGxO1x75,01/06/2015,3780,,,,,
